@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
8257,'2023/12/04 22:39:42:217',78,0,0,0,0,-1,0.4,0.26
8258,'2023/12/04 22:39:42:233',78,0,0,0,0,-1,0.4,0.26
8259,'2023/12/04 22:39:42:251',78,0,0,0,0,-1,0.4,0.26
8260,'2023/12/04 22:39:42:269',78,0,0,0,633,-1,0.4,0.26
8261,'2023/12/04 22:39:42:284',78,0,516,0,0,-1,0.4,0.26
8262,'2023/12/04 22:39:42:300',78,0,0,543,765,-1,0.4,0.26
8263,'2023/12/04 22:39:42:316',78,0,0,543,765,-1,0.4,0.26
8264,'2023/12/04 22:39:42:333',78,0,516,0,0,-1,0.4,0.26
8265,'2023/12/04 22:39:42:351',78,0,0,0,0,-1,0.4,0.26
8266,'2023/12/04 22:39:42:367',78,0,0,0,0,-1,0.4,0.26
8267,'2023/12/04 22:39:42:385',78,0,0,0,0,-1,0.4,0.26
8268,'2023/12/04 22:39:42:402',78,0,0,0,0,-1,0.4,0.26
8269,'2023/12/04 22:39:42:420',78,0,0,0,0,-1,0.4,0.26
8270,'2023/12/04 22:39:42:433',78,0,0,0,0,-1,0.4,0.26
8271,'2023/12/04 22:39:42:450',78,0,0,0,0,-1,0.4,0.26
8272,'2023/12/04 22:39:42:470',78,0,0,0,0,-1,0.4,0.26
8273,'2023/12/04 22:39:42:484',78,0,0,0,0,-1,0.4,0.26
8274,'2023/12/04 22:39:42:502',78,0,0,0,0,-1,0.4,0.26
8275,'2023/12/04 22:39:42:518',78,0,765,0,0,-1,0.4,0.26
8276,'2023/12/04 22:39:42:535',78,-765,-765,0,0,-16777216,0.4,0.26
8277,'2023/12/04 22:39:42:549',78,0,75,0,0,-1,0.4,0.26
8278,'2023/12/04 22:39:42:570',78,0,51,0,0,-1,0.4,0.26
8279,'2023/12/04 22:39:42:583',78,0,0,0,0,-1,0.4,0.26
8280,'2023/12/04 22:39:42:601',78,-672,-672,-672,93,-14737633,0.4,0.26
8281,'2023/12/04 22:39:42:619',78,-765,-765,0,0,-16777216,0.4,0.26
8282,'2023/12/04 22:39:42:635',78,0,0,0,0,-1,0.4,0.26
8283,'2023/12/04 22:39:42:652',78,0,0,0,0,-1,0.4,0.26
8284,'2023/12/04 22:39:42:671',78,0,0,0,0,-1,0.4,0.26
8285,'2023/12/04 22:39:42:686',78,0,0,0,0,-1,0.4,0.26
8286,'2023/12/04 22:39:42:700',78,0,0,0,0,-1,0.4,0.26
8287,'2023/12/04 22:39:42:717',78,0,0,0,0,-1,0.4,0.26
8288,'2023/12/04 22:39:42:734',78,0,0,0,0,-1,0.4,0.26
8289,'2023/12/04 22:39:42:751',78,0,3,0,0,-1,0.4,0.26
8290,'2023/12/04 22:39:42:769',78,0,132,0,0,-1,0.4,0.26
8291,'2023/12/04 22:39:42:786',78,0,0,0,0,-1,0.4,0.26
8292,'2023/12/04 22:39:42:802',78,0,0,0,0,-1,0.4,0.26
8293,'2023/12/04 22:39:42:817',78,0,0,0,0,-1,0.4,0.26
8294,'2023/12/04 22:39:42:834',78,0,0,0,0,-1,0.4,0.26
8295,'2023/12/04 22:39:42:851',78,0,0,0,0,-1,0.4,0.26
8296,'2023/12/04 22:39:42:867',78,0,0,0,0,-1,0.4,0.26
8297,'2023/12/04 22:39:42:884',78,0,0,0,0,-1,0.4,0.26
8298,'2023/12/04 22:39:42:901',78,0,0,0,0,-1,0.4,0.26
8299,'2023/12/04 22:39:42:918',78,0,0,0,0,-1,0.4,0.26
8300,'2023/12/04 22:39:42:937',78,0,0,0,0,-1,0.4,0.26
8301,'2023/12/04 22:39:42:950',78,0,0,0,0,-1,0.4,0.26
8302,'2023/12/04 22:39:42:967',78,0,0,0,0,-1,0.4,0.26
8303,'2023/12/04 22:39:42:984',78,0,0,0,105,-1,0.4,0.26
8304,'2023/12/04 22:39:43:000',78,0,0,0,0,-1,0.4,0.26
8305,'2023/12/04 22:39:43:018',78,0,0,0,0,-1,0.4,0.26
8306,'2023/12/04 22:39:43:034',78,0,0,0,0,-1,0.4,0.26
8307,'2023/12/04 22:39:43:052',78,0,0,0,0,-1,0.4,0.26
8308,'2023/12/04 22:39:43:069',78,0,0,0,0,-1,0.4,0.26
8309,'2023/12/04 22:39:43:083',78,0,0,0,0,-1,0.4,0.26
8310,'2023/12/04 22:39:43:100',78,0,0,0,0,-1,0.4,0.26
8311,'2023/12/04 22:39:43:116',78,0,0,0,0,-1,0.4,0.26
8312,'2023/12/04 22:39:43:133',78,0,0,0,0,-1,0.4,0.26
8313,'2023/12/04 22:39:43:152',78,0,0,0,0,-1,0.4,0.26
8314,'2023/12/04 22:39:43:169',78,0,0,0,0,-1,0.4,0.26
8315,'2023/12/04 22:39:43:185',78,0,0,0,0,-1,0.4,0.26
8316,'2023/12/04 22:39:43:203',78,0,0,0,0,-1,0.4,0.26
8317,'2023/12/04 22:39:43:217',78,0,0,0,0,-1,0.4,0.26
8318,'2023/12/04 22:39:43:236',78,0,0,0,0,-1,0.4,0.26
8319,'2023/12/04 22:39:43:250',78,0,0,0,0,-1,0.4,0.26
8320,'2023/12/04 22:39:49:548',79,0,0,0,0,-1,0.12,0.05
8321,'2023/12/04 22:39:49:565',79,0,0,0,0,-1,0.12,0.05
8322,'2023/12/04 22:39:49:582',79,0,0,0,0,-1,0.12,0.05
8323,'2023/12/04 22:39:49:600',79,0,0,0,0,-1,0.12,0.05
8324,'2023/12/04 22:39:49:617',79,0,0,0,0,-1,0.12,0.05
8325,'2023/12/04 22:39:49:632',79,0,0,0,0,-1,0.12,0.05
8326,'2023/12/04 22:39:49:652',79,0,0,0,0,-1,0.12,0.05
8327,'2023/12/04 22:39:49:666',79,0,0,0,0,-1,0.12,0.05
8328,'2023/12/04 22:39:49:683',79,0,0,0,0,-1,0.12,0.05
8329,'2023/12/04 22:39:50:518',80,0,0,0,0,-1,0.12,0.05
8330,'2023/12/04 22:39:50:536',80,0,0,0,0,-1,0.12,0.05
8331,'2023/12/04 22:39:50:551',80,0,0,0,0,-1,0.12,0.05
8332,'2023/12/04 22:39:50:569',80,0,0,0,0,-1,0.12,0.05
8333,'2023/12/04 22:39:50:583',80,765,0,0,0,-1,0.12,0.05
8334,'2023/12/04 22:39:50:600',80,0,0,0,0,-1,0.12,0.05
8335,'2023/12/04 22:39:50:616',80,0,0,0,0,-1,0.12,0.05
8336,'2023/12/04 22:39:50:633',80,0,0,0,0,-1,0.12,0.05
8337,'2023/12/04 22:39:50:650',80,0,0,0,0,-1,0.12,0.05
8338,'2023/12/04 22:39:50:670',80,0,0,0,0,-1,0.12,0.05
8339,'2023/12/04 22:39:50:685',80,0,0,0,0,-1,0.12,0.05
8340,'2023/12/04 22:39:50:704',80,0,0,0,0,-1,0.12,0.05
8341,'2023/12/04 22:39:50:718',80,0,0,0,0,-1,0.12,0.05
8342,'2023/12/04 22:39:50:737',80,0,0,0,0,-1,0.12,0.05
8343,'2023/12/04 22:39:50:751',80,-759,-759,-759,-759,-16645630,0.12,0.05
8344,'2023/12/04 22:39:50:767',80,0,0,0,0,-1,0.12,0.05
8345,'2023/12/04 22:39:50:786',80,0,0,0,0,-1,0.12,0.05
8346,'2023/12/04 22:39:50:804',80,0,0,0,0,-1,0.12,0.05
8347,'2023/12/04 22:39:50:819',80,0,0,0,0,-1,0.12,0.05
8348,'2023/12/04 22:39:50:836',80,0,0,0,0,-1,0.12,0.05
8349,'2023/12/04 22:39:50:854',80,0,0,0,0,-1,0.12,0.05
8350,'2023/12/04 22:39:50:868',80,0,0,0,0,-1,0.12,0.05
8351,'2023/12/04 22:39:50:887',80,0,0,0,0,-1,0.12,0.05
8352,'2023/12/04 22:39:50:902',80,0,0,0,0,-1,0.12,0.05
8353,'2023/12/04 22:39:50:919',80,0,0,0,0,-1,0.12,0.05
8354,'2023/12/04 22:39:50:935',80,0,0,0,0,-1,0.12,0.05
8355,'2023/12/04 22:39:50:952',80,0,0,0,0,-1,0.12,0.05
8356,'2023/12/04 22:39:50:970',80,0,0,45,0,-1,0.12,0.05
8357,'2023/12/04 22:39:50:987',80,0,0,0,0,-1,0.12,0.05
8358,'2023/12/04 22:39:51:000',80,0,0,0,0,-1,0.12,0.05
8359,'2023/12/04 22:39:51:021',80,0,0,0,0,-1,0.12,0.05
8360,'2023/12/04 22:39:51:036',80,0,0,0,0,-1,0.12,0.05
8361,'2023/12/04 22:39:51:052',80,0,0,0,0,-1,0.12,0.05
8362,'2023/12/04 22:39:51:068',80,0,0,0,0,-1,0.12,0.05
8363,'2023/12/04 22:39:51:088',80,0,0,0,0,-1,0.12,0.05
8364,'2023/12/04 22:39:51:103',80,0,0,0,0,-1,0.12,0.05
8365,'2023/12/04 22:39:51:122',80,0,0,0,0,-1,0.12,0.05
8366,'2023/12/04 22:39:51:134',80,0,0,0,0,-1,0.12,0.05
8367,'2023/12/04 22:39:51:150',80,0,0,0,0,-1,0.12,0.05
8368,'2023/12/04 22:39:51:169',80,0,0,0,0,-1,0.12,0.05
8369,'2023/12/04 22:39:51:187',80,0,0,0,0,-1,0.12,0.05
8370,'2023/12/04 22:39:51:202',80,0,0,0,0,-1,0.12,0.05
8371,'2023/12/04 22:39:51:219',80,0,0,0,0,-1,0.12,0.05
8372,'2023/12/04 22:39:51:239',80,0,0,0,0,-1,0.12,0.05
8373,'2023/12/04 22:39:51:253',80,0,0,0,0,-1,0.12,0.05
8374,'2023/12/04 22:39:51:268',80,0,0,0,0,-1,0.12,0.05
8375,'2023/12/04 22:39:51:285',80,0,126,0,0,-1,0.12,0.05
8376,'2023/12/04 22:39:51:304',80,0,0,0,0,-1,0.12,0.05
8377,'2023/12/04 22:39:51:319',80,0,0,0,0,-1,0.12,0.05
8378,'2023/12/04 22:39:51:335',80,0,0,0,0,-1,0.12,0.05
8379,'2023/12/04 22:39:51:354',80,0,0,0,0,-1,0.12,0.05
8380,'2023/12/04 22:39:51:370',80,0,0,0,0,-1,0.12,0.05
8381,'2023/12/04 22:39:51:387',80,0,0,0,15,-1,0.12,0.05
8382,'2023/12/04 22:39:51:403',80,0,0,0,0,-1,0.12,0.05
8383,'2023/12/04 22:39:51:418',80,0,0,0,0,-1,0.12,0.05
8384,'2023/12/04 22:39:51:436',80,0,0,0,0,-1,0.12,0.05
8385,'2023/12/04 22:39:51:459',80,0,0,0,0,-1,0.12,0.05
8386,'2023/12/04 22:39:51:469',80,0,0,0,0,-1,0.12,0.05
8387,'2023/12/04 22:39:51:486',80,0,0,0,0,-1,0.12,0.05
8388,'2023/12/04 22:39:51:501',80,0,0,0,0,-1,0.12,0.05
8389,'2023/12/04 22:39:51:521',80,0,0,0,0,-1,0.12,0.05
8390,'2023/12/04 22:39:51:536',80,0,0,0,0,-1,0.12,0.05
8391,'2023/12/04 22:39:51:554',80,0,0,0,0,-1,0.12,0.05
8392,'2023/12/04 22:39:51:568',80,0,0,0,0,-1,0.12,0.05
8393,'2023/12/04 22:39:51:587',80,0,0,0,0,-1,0.12,0.05
8394,'2023/12/04 22:39:51:602',80,0,0,0,0,-1,0.12,0.05
8395,'2023/12/04 22:39:51:621',80,0,0,0,0,-1,0.12,0.05
8396,'2023/12/04 22:39:51:637',80,0,0,0,0,-1,0.12,0.05
8397,'2023/12/04 22:39:51:656',80,0,0,0,0,-1,0.12,0.05
8398,'2023/12/04 22:39:51:668',80,-378,-378,-378,-378,-8289919,0.12,0.05
8399,'2023/12/04 22:39:51:685',80,0,0,0,0,-1,0.12,0.05
8400,'2023/12/04 22:39:51:705',80,0,0,0,0,-1,0.12,0.05
8401,'2023/12/04 22:39:51:720',80,0,0,0,0,-1,0.12,0.05
8402,'2023/12/04 22:39:51:738',80,0,0,0,0,-1,0.12,0.05
8403,'2023/12/04 22:39:51:754',80,0,0,0,0,-1,0.12,0.05
8404,'2023/12/04 22:39:51:772',80,0,0,0,0,-1,0.12,0.05
8405,'2023/12/04 22:39:51:788',80,0,0,0,0,-1,0.12,0.05
8406,'2023/12/04 22:39:51:804',80,0,0,0,0,-1,0.12,0.05
8407,'2023/12/04 22:39:51:819',80,0,0,0,0,-1,0.12,0.05
8408,'2023/12/04 22:39:51:836',80,-765,-765,-765,-765,-16777216,0.12,0.05
8409,'2023/12/04 22:39:51:854',80,0,0,0,0,-1,0.12,0.05
8410,'2023/12/04 22:39:51:870',80,0,0,0,0,-1,0.12,0.05
8411,'2023/12/04 22:39:51:888',80,0,0,0,0,-1,0.12,0.05
8412,'2023/12/04 22:39:51:904',80,0,0,0,0,-1,0.12,0.05
8413,'2023/12/04 22:39:51:918',80,0,0,0,0,-1,0.12,0.05
8414,'2023/12/04 22:39:51:939',80,0,0,0,0,-1,0.12,0.05
8415,'2023/12/04 22:39:51:954',80,0,0,0,0,-1,0.12,0.05
8416,'2023/12/04 22:39:51:970',80,0,0,0,0,-1,0.12,0.05
8417,'2023/12/04 22:39:51:985',80,0,0,0,0,-1,0.12,0.05
8418,'2023/12/04 22:39:52:005',80,0,0,0,0,-1,0.12,0.05
8419,'2023/12/04 22:39:52:020',80,0,0,0,0,-1,0.12,0.05
8420,'2023/12/04 22:39:52:038',80,0,0,0,0,-1,0.12,0.05
8421,'2023/12/04 22:39:52:056',80,0,0,0,0,-1,0.12,0.05
8422,'2023/12/04 22:39:52:069',80,0,0,0,0,-1,0.12,0.05
8423,'2023/12/04 22:39:52:086',80,0,0,0,0,-1,0.12,0.05
8424,'2023/12/04 22:39:52:104',80,0,0,0,0,-1,0.12,0.05
8425,'2023/12/04 22:39:52:121',80,0,0,0,0,-1,0.12,0.05
8426,'2023/12/04 22:39:52:136',80,0,0,0,0,-1,0.12,0.05
8427,'2023/12/04 22:39:52:155',80,0,0,0,0,-1,0.12,0.05
8428,'2023/12/04 22:39:52:171',80,0,0,0,0,-1,0.12,0.05
8429,'2023/12/04 22:39:52:185',80,0,0,0,0,-1,0.12,0.05
8430,'2023/12/04 22:39:52:207',80,0,0,0,0,-1,0.12,0.05
8431,'2023/12/04 22:39:52:219',80,0,0,0,0,-1,0.12,0.05
8432,'2023/12/04 22:39:52:237',80,0,0,0,0,-1,0.12,0.05
8433,'2023/12/04 22:39:52:254',80,0,0,0,0,-1,0.12,0.05
8434,'2023/12/04 22:39:52:271',80,0,0,0,0,-1,0.12,0.05
8435,'2023/12/04 22:39:52:287',80,0,0,0,0,-1,0.12,0.05
8436,'2023/12/04 22:39:52:305',80,0,0,0,0,-1,0.12,0.05
8437,'2023/12/04 22:39:52:319',80,0,0,0,0,-1,0.12,0.05
8438,'2023/12/04 22:39:52:341',80,0,0,0,0,-1,0.12,0.05
8439,'2023/12/04 22:39:52:357',80,0,0,0,0,-1,0.12,0.05
8440,'2023/12/04 22:39:52:369',80,0,0,0,0,-1,0.12,0.05
8441,'2023/12/04 22:39:52:388',80,0,0,0,0,-1,0.12,0.05
8442,'2023/12/04 22:39:52:404',80,0,0,0,0,-1,0.12,0.05
8443,'2023/12/04 22:39:52:423',80,492,0,0,0,-1,0.12,0.05
8444,'2023/12/04 22:39:52:438',80,0,0,0,0,-1,0.12,0.05
8445,'2023/12/04 22:39:52:457',80,0,0,0,0,-1,0.12,0.05
8446,'2023/12/04 22:39:52:470',80,0,0,0,0,-1,0.12,0.05
8447,'2023/12/04 22:39:52:487',80,-537,-456,-537,0,-11776948,0.12,0.05
8448,'2023/12/04 22:39:52:504',80,-765,-765,-765,-765,-16777216,0.12,0.05
8449,'2023/12/04 22:39:52:520',80,456,-81,-81,-81,-1776412,0.12,0.05
8450,'2023/12/04 22:39:52:537',80,0,0,0,0,-1,0.12,0.05
8451,'2023/12/04 22:40:39:009',81,0,0,0,0,-1,0.02,0.02
8452,'2023/12/04 22:40:39:027',81,0,0,0,0,-1,0.02,0.02
8453,'2023/12/04 22:40:39:044',81,0,0,0,0,-1,0.02,0.02
8454,'2023/12/04 22:40:39:059',81,0,0,0,0,-1,0.02,0.02
8455,'2023/12/04 22:40:39:077',81,0,0,0,0,-1,0.02,0.02
8456,'2023/12/04 22:40:39:093',81,0,0,0,0,-1,0.02,0.02
8457,'2023/12/04 22:40:39:108',81,0,0,0,0,-1,0.02,0.02
8458,'2023/12/04 22:40:39:127',81,0,0,0,0,-1,0.02,0.02
8459,'2023/12/04 22:40:39:143',81,0,0,0,0,-1,0.02,0.02
8460,'2023/12/04 22:40:42:720',82,0,0,0,0,-1,0.02,0.02
8461,'2023/12/04 22:40:42:740',82,0,0,0,0,-1,0.02,0.02
8462,'2023/12/04 22:40:42:757',82,0,0,0,0,-1,0.02,0.02
8463,'2023/12/04 22:40:43:490',83,0,0,0,0,-1,0.02,0.02
8464,'2023/12/04 22:40:43:505',83,0,0,0,0,-1,0.02,0.02
8465,'2023/12/04 22:40:43:521',83,0,0,0,0,-1,0.02,0.02
8466,'2023/12/04 22:40:43:540',83,0,0,0,0,-1,0.02,0.02
8467,'2023/12/04 22:40:43:557',83,0,0,0,0,-1,0.02,0.02
8468,'2023/12/04 22:40:43:572',83,0,0,0,0,-1,0.02,0.02
8469,'2023/12/04 22:40:43:589',83,0,0,0,0,-1,0.02,0.02
8470,'2023/12/04 22:40:43:607',83,0,0,0,0,-1,0.02,0.02
8471,'2023/12/04 22:40:43:620',83,0,0,0,0,-1,0.02,0.02
8472,'2023/12/04 22:40:43:640',83,0,0,0,0,-1,0.02,0.02
8473,'2023/12/04 22:40:43:653',83,0,0,0,0,-1,0.02,0.02
8474,'2023/12/04 22:40:43:671',83,0,0,0,0,-1,0.02,0.02
8475,'2023/12/04 22:40:43:689',83,0,0,0,0,-1,0.02,0.02
8476,'2023/12/04 22:40:43:705',83,0,0,0,0,-1,0.02,0.02
8477,'2023/12/04 22:40:43:723',83,0,0,0,0,-1,0.02,0.02
8478,'2023/12/04 22:40:43:740',83,0,0,0,0,-1,0.02,0.02
8479,'2023/12/04 22:40:43:753',83,0,0,0,0,-1,0.02,0.02
8480,'2023/12/04 22:40:43:771',83,0,0,0,0,-1,0.02,0.02
8481,'2023/12/04 22:40:43:789',83,0,0,0,0,-1,0.02,0.02
8482,'2023/12/04 22:40:43:807',83,0,0,0,0,-1,0.02,0.02
8483,'2023/12/04 22:40:43:821',83,0,0,0,0,-1,0.02,0.02
8484,'2023/12/04 22:40:43:839',83,0,0,0,0,-1,0.02,0.02
8485,'2023/12/04 22:40:43:856',83,0,0,0,0,-1,0.02,0.02
8486,'2023/12/04 22:40:43:874',83,0,0,0,0,-1,0.02,0.02
8487,'2023/12/04 22:40:43:889',83,0,0,0,0,-1,0.02,0.02
8488,'2023/12/04 22:40:43:907',83,0,0,0,0,-1,0.02,0.02
8489,'2023/12/04 22:40:43:923',83,0,0,0,0,-1,0.02,0.02
8490,'2023/12/04 22:40:43:940',83,0,0,0,0,-1,0.02,0.02
8491,'2023/12/04 22:40:43:957',83,0,0,0,0,-1,0.02,0.02
8492,'2023/12/04 22:40:43:972',83,0,0,0,0,-1,0.02,0.02
8493,'2023/12/04 22:40:43:991',83,0,0,0,0,-1,0.02,0.02
8494,'2023/12/04 22:40:44:004',83,0,0,0,0,-1,0.02,0.02
8495,'2023/12/04 22:40:44:025',83,0,0,0,0,-1,0.02,0.02
8496,'2023/12/04 22:40:44:039',83,0,0,0,0,-1,0.02,0.02
8497,'2023/12/04 22:40:44:056',83,0,0,0,0,-1,0.02,0.02
8498,'2023/12/04 22:40:44:071',83,0,0,0,0,-1,0.02,0.02
8499,'2023/12/04 22:40:44:089',83,0,0,0,0,-1,0.02,0.02
8500,'2023/12/04 22:40:44:109',83,0,0,0,0,-1,0.02,0.02
8501,'2023/12/04 22:40:44:121',83,0,0,0,0,-1,0.02,0.02
8502,'2023/12/04 22:40:44:144',83,0,0,765,0,-1,0.02,0.02
8503,'2023/12/04 22:40:44:155',83,0,0,765,0,-1,0.02,0.02
8504,'2023/12/04 22:40:44:173',83,0,0,765,0,-1,0.02,0.02
8505,'2023/12/04 22:40:44:189',83,0,0,765,0,-1,0.02,0.02
8506,'2023/12/04 22:40:44:206',83,0,0,765,0,-1,0.02,0.02
8507,'2023/12/04 22:40:44:224',83,0,0,765,0,-1,0.02,0.02
8508,'2023/12/04 22:40:44:240',83,0,0,765,0,-1,0.02,0.02
8509,'2023/12/04 22:40:44:255',83,0,0,765,0,-1,0.02,0.02
8510,'2023/12/04 22:40:44:274',83,0,0,765,0,-1,0.02,0.02
8511,'2023/12/04 22:40:44:289',83,0,0,765,0,-1,0.02,0.02
8512,'2023/12/04 22:40:44:306',83,0,0,765,0,-1,0.02,0.02
8513,'2023/12/04 22:40:44:321',83,0,0,765,0,-1,0.02,0.02
8514,'2023/12/04 22:40:44:339',83,0,0,765,0,-1,0.02,0.02
8515,'2023/12/04 22:40:44:356',83,0,0,765,0,-1,0.02,0.02
8516,'2023/12/04 22:40:44:373',83,0,0,765,0,-1,0.02,0.02
8517,'2023/12/04 22:40:44:391',83,0,0,765,0,-1,0.02,0.02
8518,'2023/12/04 22:40:44:403',83,0,0,765,0,-1,0.02,0.02
8519,'2023/12/04 22:40:44:422',83,0,0,765,0,-1,0.02,0.02
8520,'2023/12/04 22:40:44:439',83,0,0,765,0,-1,0.02,0.02
8521,'2023/12/04 22:40:44:532',83,0,0,765,0,-1,0.02,0.02
8522,'2023/12/04 22:40:44:546',83,0,0,765,0,-1,0.02,0.02
8523,'2023/12/04 22:40:44:563',83,0,0,765,0,-1,0.02,0.02
8524,'2023/12/04 22:40:44:582',83,0,0,765,0,-1,0.02,0.02
8525,'2023/12/04 22:40:44:600',83,0,0,765,0,-1,0.02,0.02
8526,'2023/12/04 22:40:44:616',83,0,0,765,0,-1,0.02,0.02
8527,'2023/12/04 22:40:44:631',83,0,0,765,0,-1,0.02,0.02
8528,'2023/12/04 22:40:44:646',83,0,0,765,0,-1,0.02,0.02
8529,'2023/12/04 22:40:44:667',83,0,0,765,0,-1,0.02,0.02
8530,'2023/12/04 22:40:44:680',83,0,0,0,0,-1,0.02,0.02
8531,'2023/12/04 22:40:44:700',83,0,0,0,0,-1,0.02,0.02
8532,'2023/12/04 22:40:44:712',83,0,0,0,0,-1,0.02,0.02
8533,'2023/12/04 22:40:44:733',83,0,0,0,0,-1,0.02,0.02
8534,'2023/12/04 22:40:44:747',83,0,0,0,0,-1,0.02,0.02
8535,'2023/12/04 22:40:44:766',83,0,0,0,0,-1,0.02,0.02
8536,'2023/12/04 22:40:44:783',83,0,0,0,0,-1,0.02,0.02
8537,'2023/12/04 22:40:44:797',83,0,0,0,0,-1,0.02,0.02
8538,'2023/12/04 22:40:44:814',83,0,0,0,0,-1,0.02,0.02
8539,'2023/12/04 22:40:44:831',83,0,0,0,0,-1,0.02,0.02
8540,'2023/12/04 22:40:44:851',83,0,0,0,0,-1,0.02,0.02
8541,'2023/12/04 22:40:44:863',83,0,0,0,0,-1,0.02,0.02
8542,'2023/12/04 22:40:44:883',83,0,0,0,0,-1,0.02,0.02
8543,'2023/12/04 22:40:44:897',83,0,0,0,0,-1,0.02,0.02
8544,'2023/12/04 22:40:44:916',83,0,0,0,0,-1,0.02,0.02
8545,'2023/12/04 22:40:44:930',83,0,0,0,0,-1,0.02,0.02
8546,'2023/12/04 22:40:44:948',83,0,0,0,0,-1,0.02,0.02
8547,'2023/12/04 22:40:44:965',83,0,0,0,0,-1,0.02,0.02
8548,'2023/12/04 22:40:44:982',83,0,0,0,0,-1,0.02,0.02
8549,'2023/12/04 22:40:44:999',83,0,0,0,0,-1,0.02,0.02
8550,'2023/12/04 22:40:45:013',83,0,0,0,0,-1,0.02,0.02
8551,'2023/12/04 22:40:45:030',83,0,0,0,0,-1,0.02,0.02
8552,'2023/12/04 22:40:45:050',83,0,0,0,0,-1,0.02,0.02
8553,'2023/12/04 22:40:45:064',83,0,0,0,0,-1,0.02,0.02
8554,'2023/12/04 22:40:45:083',83,0,0,0,0,-1,0.02,0.02
8555,'2023/12/04 22:40:45:098',83,0,0,0,0,-1,0.02,0.02
8556,'2023/12/04 22:40:45:113',83,0,0,0,0,-1,0.02,0.02
8557,'2023/12/04 22:40:45:133',83,0,0,0,0,-1,0.02,0.02
8558,'2023/12/04 22:40:45:156',83,0,0,0,0,-1,0.02,0.02
8559,'2023/12/04 22:40:45:164',83,0,0,0,0,-1,0.02,0.02
8560,'2023/12/04 22:40:45:182',83,0,0,0,0,-1,0.02,0.02
8561,'2023/12/04 22:40:45:197',83,0,0,0,0,-1,0.02,0.02
8562,'2023/12/04 22:40:45:217',83,0,0,0,0,-1,0.02,0.02
8563,'2023/12/04 22:40:45:235',83,0,0,0,0,-1,0.02,0.02
8564,'2023/12/04 22:40:45:246',83,0,0,0,0,-1,0.02,0.02
8565,'2023/12/04 22:40:45:267',83,0,0,0,0,-1,0.02,0.02
8566,'2023/12/04 22:40:45:280',83,0,0,0,0,-1,0.02,0.02
8567,'2023/12/04 22:40:45:298',83,0,0,0,0,-1,0.02,0.02
8568,'2023/12/04 22:40:45:316',83,0,0,0,0,-1,0.02,0.02
8569,'2023/12/04 22:40:45:331',83,0,0,0,0,-1,0.02,0.02
8570,'2023/12/04 22:40:45:350',83,0,0,0,0,-1,0.02,0.02
8571,'2023/12/04 22:40:45:363',83,0,0,0,0,-1,0.02,0.02
8572,'2023/12/04 22:40:45:379',83,0,0,0,0,-1,0.02,0.02
8573,'2023/12/04 22:40:45:400',83,0,0,0,0,-1,0.02,0.02
8574,'2023/12/04 22:40:45:413',83,0,0,0,0,-1,0.02,0.02
8575,'2023/12/04 22:40:45:432',83,0,0,0,0,-1,0.02,0.02
8576,'2023/12/04 22:40:45:448',83,0,0,0,0,-1,0.02,0.02
8577,'2023/12/04 22:40:45:466',83,0,0,0,0,-1,0.02,0.02
8578,'2023/12/04 22:40:45:481',83,0,0,0,0,-1,0.02,0.02
8579,'2023/12/04 22:40:45:501',83,0,0,0,0,-1,0.02,0.02
8580,'2023/12/04 22:40:45:513',83,0,0,0,0,-1,0.02,0.02
8581,'2023/12/04 22:40:45:530',83,0,0,0,0,-1,0.02,0.02
8582,'2023/12/04 22:40:45:549',83,0,0,0,0,-1,0.02,0.02
8583,'2023/12/04 22:40:45:563',83,0,0,0,0,-1,0.02,0.02
8584,'2023/12/04 22:40:45:583',83,0,0,0,0,-1,0.02,0.02
8585,'2023/12/04 22:40:45:598',83,0,0,0,0,-1,0.02,0.02
8586,'2023/12/04 22:40:45:615',83,0,0,0,0,-1,0.02,0.02
8587,'2023/12/04 22:40:45:629',83,0,0,0,0,-1,0.02,0.02
8588,'2023/12/04 22:40:45:652',83,0,0,0,0,-1,0.02,0.02
8589,'2023/12/04 22:40:45:665',83,0,0,0,0,-1,0.02,0.02
8590,'2023/12/04 22:40:45:679',83,0,0,0,0,-1,0.02,0.02
8591,'2023/12/04 22:40:45:699',83,0,0,0,0,-1,0.02,0.02
8592,'2023/12/04 22:40:45:713',83,0,0,0,0,-1,0.02,0.02
8593,'2023/12/04 22:40:45:733',83,0,0,0,0,-1,0.02,0.02
8594,'2023/12/04 22:40:45:748',83,0,0,0,0,-1,0.02,0.02
8595,'2023/12/04 22:40:45:763',83,0,0,0,0,-1,0.02,0.02
8596,'2023/12/04 22:40:45:783',83,0,0,0,0,-1,0.02,0.02
8597,'2023/12/04 22:40:45:797',83,0,0,0,0,-1,0.02,0.02
8598,'2023/12/04 22:40:45:816',83,0,0,0,0,-1,0.02,0.02
8599,'2023/12/04 22:40:45:830',83,0,0,0,0,-1,0.02,0.02
8600,'2023/12/04 22:40:45:847',83,0,0,0,0,-1,0.02,0.02
