@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 {0,1,2,3}

@data
349,'2023/11/28 01:47:39:634',15,-0.002239,-0.004311,-0.002741,?
350,'2023/11/28 01:47:39:668',15,-0.004085,-0.003638,-0.004023,?
351,'2023/11/28 01:47:39:710',15,-0.006956,-0.004579,-0.000894,?
352,'2023/11/28 01:47:39:733',15,-0.000849,0.000108,-0.001818,?
353,'2023/11/28 01:47:39:768',15,-0.001232,0.00365,0.002665,?
354,'2023/11/28 01:47:39:801',15,-0.001885,0.010196,0.002267,?
355,'2023/11/28 01:47:39:839',15,-0.000054,-0.000119,-0.003428,?
356,'2023/11/28 01:47:39:868',15,-0.000914,-0.011282,0.009011,?
357,'2023/11/28 01:47:39:901',15,0.001082,-0.007526,0.005353,?
358,'2023/11/28 01:47:39:933',15,-0.000587,-0.001374,0.001613,?
359,'2023/11/28 01:47:39:968',15,0.001952,0.018486,-0.016247,?
360,'2023/11/28 01:47:40:011',15,0.011212,0.024601,-0.016122,?
361,'2023/11/28 01:47:40:037',15,0.028059,0.034489,-0.023575,?
362,'2023/11/28 01:47:40:069',15,0.0078,0.011779,-0.035478,?
363,'2023/11/28 01:47:40:101',15,-0.001681,-0.008812,-0.015529,?
364,'2023/11/28 01:47:41:167',16,-0.005155,0.009396,-0.001212,?
365,'2023/11/28 01:47:41:210',16,0.00244,-0.003569,-0.007445,?
366,'2023/11/28 01:47:41:234',16,-0.00763,-0.00578,-0.002044,?
367,'2023/11/28 01:47:41:271',16,-0.01114,-0.010391,-0.000993,?
368,'2023/11/28 01:47:41:304',16,-0.012326,-0.006279,0.001174,?
369,'2023/11/28 01:47:41:334',16,0.002185,-0.011406,-0.004266,?
370,'2023/11/28 01:47:41:367',16,-0.000048,0.002918,-0.001496,?
371,'2023/11/28 01:47:41:400',16,-0.00342,0.000787,0.006764,?
372,'2023/11/28 01:47:41:434',16,0.00134,0.009571,-0.00783,?
373,'2023/11/28 01:47:41:470',16,-0.009072,0.002619,0.006824,?
374,'2023/11/28 01:47:41:509',16,-0.007893,0.011009,-0.001659,?
375,'2023/11/28 01:47:41:533',16,-0.002199,-0.00116,0.011024,?
376,'2023/11/28 01:47:41:567',16,0.001604,0.002971,0.006271,?
377,'2023/11/28 01:47:41:602',16,0.002729,-0.000545,0.005448,?
378,'2023/11/28 01:47:41:636',16,0.008814,0.002079,0.002448,?
379,'2023/11/28 01:47:41:667',16,-0.001081,0.00788,0.009792,?
380,'2023/11/28 01:47:41:702',16,0.002621,0.0037,-0.001016,?
381,'2023/11/28 01:47:41:734',16,-0.004008,0.002689,0.005342,?
382,'2023/11/28 01:47:41:770',16,-0.002381,0.000796,-0.000554,?
383,'2023/11/28 01:47:41:812',16,-0.003764,-0.005321,0.011001,?
384,'2023/11/28 01:47:41:840',16,-0.000158,-0.008537,-0.001301,?
385,'2023/11/28 01:47:41:867',16,0.000611,-0.002007,-0.007825,?
386,'2023/11/28 01:47:41:901',16,-0.000887,-0.002749,-0.005276,?
387,'2023/11/28 01:47:41:934',16,-0.011431,0.001088,-0.007012,?
388,'2023/11/28 01:47:43:236',17,0.010942,0.024914,0.000344,?
389,'2023/11/28 01:47:43:267',17,0.011666,0.004839,0.001234,?
390,'2023/11/28 01:47:43:314',17,-0.000713,-0.002381,0.003473,?
391,'2023/11/28 01:47:43:341',17,-0.011063,-0.00079,0.008815,?
392,'2023/11/28 01:47:43:367',17,-0.0065,-0.004487,0.008586,?
393,'2023/11/28 01:47:43:401',17,-0.016863,-0.011717,0.012676,?
394,'2023/11/28 01:47:43:434',17,-0.016965,-0.019528,0.021795,?
395,'2023/11/28 01:47:43:467',17,-0.012579,-0.008055,0.017905,?
396,'2023/11/28 01:47:43:503',17,-0.007299,0.000351,0.014719,?
397,'2023/11/28 01:47:43:537',17,-0.005022,0.009621,0.017108,?
398,'2023/11/28 01:47:43:567',17,-0.00163,0.014082,0.012318,?
399,'2023/11/28 01:47:43:609',17,0.012798,0.018011,0.003776,?
400,'2023/11/28 01:47:43:634',17,0.002655,0.018483,0.00783,?
401,'2023/11/28 01:47:43:666',17,-0.000672,-0.001588,0.007582,?
402,'2023/11/28 01:47:43:701',17,0.002506,-0.004341,-0.007986,?
403,'2023/11/28 01:47:46:328',18,-0.007386,-0.001879,0.008861,?
404,'2023/11/28 01:47:46:336',18,-0.006678,-0.006023,-0.001373,?
405,'2023/11/28 01:47:46:366',18,-0.00719,-0.001049,-0.001755,?
406,'2023/11/28 01:47:46:404',18,-0.0053,-0.000605,0.003705,?
407,'2023/11/28 01:47:46:434',18,-0.002915,0.000995,0.010241,?
408,'2023/11/28 01:47:46:467',18,-0.004876,0.01294,0.014923,?
409,'2023/11/28 01:47:46:501',18,-0.001679,0.017166,0.007038,?
410,'2023/11/28 01:47:46:533',18,0.007932,0.015633,-0.002333,?
411,'2023/11/28 01:47:46:569',18,0.006083,0.020532,-0.002325,?
412,'2023/11/28 01:47:46:603',18,0.0056,0.01462,-0.002305,?
413,'2023/11/28 01:47:46:634',18,-0.000303,0.012277,0.00365,?
414,'2023/11/28 01:47:46:671',18,-0.002484,0.014923,0.004539,?
415,'2023/11/28 01:47:46:706',18,0.00081,0.012469,0.005993,?
416,'2023/11/28 01:47:46:734',18,-0.003071,0.000082,0.020516,?
417,'2023/11/28 01:47:46:777',18,-0.003964,0.001806,0.007616,?
418,'2023/11/28 01:47:46:800',18,-0.004773,-0.002513,0.002886,?
419,'2023/11/28 01:47:46:834',18,-0.001735,0.000063,-0.001893,?
420,'2023/11/28 01:47:46:876',18,-0.004966,-0.001719,-0.004242,?
421,'2023/11/28 01:47:46:900',18,-0.007947,0.005881,0.002389,?
422,'2023/11/28 01:47:46:933',18,-0.000814,0.001915,0.007666,?
423,'2023/11/28 01:47:46:967',18,-0.000839,0.004639,-0.001367,?
424,'2023/11/28 01:47:47:008',18,0.005754,0.002517,0.00314,?
425,'2023/11/28 01:47:47:033',18,0.001426,0.00878,0.002195,?
426,'2023/11/28 01:47:47:068',18,0.001803,0.006845,0.005828,?
427,'2023/11/28 01:47:47:101',18,-0.001238,0.009253,0.005745,?
428,'2023/11/28 01:47:47:134',18,-0.003535,0.00694,0.002958,?
429,'2023/11/28 01:47:47:171',18,0.0021,0.00997,-0.01337,?
430,'2023/11/28 01:47:47:202',18,0.005537,0.011541,0.0091,?
431,'2023/11/28 01:47:47:236',18,-0.000777,0.004972,0.01978,?
432,'2023/11/28 01:47:47:270',18,-0.003334,0.00879,0.017071,?
433,'2023/11/28 01:47:47:308',18,0.005245,0.005945,0.003121,?
434,'2023/11/28 01:47:47:336',18,0.007204,0.012981,-0.017091,?
435,'2023/11/28 01:47:47:366',18,0.00121,0.001564,-0.013997,?
436,'2023/11/28 01:47:47:403',18,-0.000812,-0.005464,0.000119,?
437,'2023/11/28 01:47:47:435',18,-0.003568,-0.00775,-0.008545,?
438,'2023/11/28 01:47:47:475',18,-0.003059,-0.00318,0.000011,?
439,'2023/11/28 01:47:47:503',18,0.004753,0.002812,-0.013369,?
440,'2023/11/28 01:47:47:535',18,0.020768,0.006827,-0.016469,?
441,'2023/11/28 01:47:47:567',18,0.014359,0.010226,-0.005103,?
442,'2023/11/28 01:47:47:609',18,0.008704,0.005558,0.014618,?
443,'2023/11/28 01:47:47:633',18,0.005151,0.002931,0.016798,?
444,'2023/11/28 01:47:47:666',18,0.003285,0.006202,0.00985,?
445,'2023/11/28 01:47:47:700',18,-0.000719,0.010429,0.00214,?
446,'2023/11/28 01:47:47:734',18,0.00638,0.013156,0.002107,?
447,'2023/11/28 01:47:47:768',18,0.000091,0.015222,0.017103,?
448,'2023/11/28 01:47:47:802',18,0.004505,-0.011753,0.038966,?
449,'2023/11/28 01:47:47:834',18,-0.005734,-0.006106,0.015346,?
450,'2023/11/28 01:47:47:868',18,-0.011412,0.010198,-0.001095,?
451,'2023/11/28 01:47:47:906',18,-0.015203,0.012308,0.006237,?
452,'2023/11/28 01:47:47:935',18,-0.006885,0.010518,0.015935,?
453,'2023/11/28 01:47:47:967',18,0.000478,0.008994,0.007959,?
454,'2023/11/28 01:47:48:001',18,0.001099,0.009105,0.022719,?
455,'2023/11/28 01:47:48:037',18,0.004181,0.005436,0.012291,?
456,'2023/11/28 01:47:48:067',18,-0.00195,0.006317,0.000223,?
457,'2023/11/28 01:47:48:101',18,-0.00654,0.002135,-0.006296,?
458,'2023/11/28 01:47:48:135',18,-0.006606,-0.004295,-0.014342,?
459,'2023/11/28 01:47:48:170',18,-0.010831,-0.008576,-0.000949,?
460,'2023/11/28 01:47:49:068',19,-0.014527,-0.015919,0.074772,?
461,'2023/11/28 01:47:49:111',19,-0.028609,-0.005256,0.066566,?
462,'2023/11/28 01:47:49:134',19,-0.025504,-0.002169,0.046163,?
463,'2023/11/28 01:47:49:167',19,-0.008402,-0.004162,0.008648,?
464,'2023/11/28 01:47:49:201',19,0.004698,0.007358,-0.020382,?
465,'2023/11/28 01:47:49:235',19,0.012491,0.017988,-0.043255,?
466,'2023/11/28 01:47:49:267',19,0.020164,0.014368,-0.03376,?
467,'2023/11/28 01:47:49:304',19,0.008438,0.015712,-0.035749,?
468,'2023/11/28 01:47:49:336',19,0.002599,0.014538,-0.030291,?
469,'2023/11/28 01:47:49:370',19,0.000076,0.009059,-0.024059,?
470,'2023/11/28 01:47:49:408',19,0.000241,0.004304,-0.010948,?
471,'2023/11/28 01:47:49:436',19,0.002915,-0.009173,0.005262,?
472,'2023/11/28 01:47:49:467',19,0.000019,-0.008876,0.010612,?
473,'2023/11/28 01:47:49:500',19,-0.005242,-0.005505,0.012046,?
474,'2023/11/28 01:47:49:535',19,-0.002503,0.001548,0.007447,?
475,'2023/11/28 01:47:49:569',19,0.006512,0.008941,-0.003561,?
476,'2023/11/28 01:47:49:600',19,0.000745,0.001927,0.009167,?
477,'2023/11/28 01:47:49:636',19,0.004057,0.003531,-0.00161,?
478,'2023/11/28 01:47:49:667',19,0.002059,0.006871,-0.001341,?
479,'2023/11/28 01:47:49:707',19,0.000531,0.008795,-0.007758,?
480,'2023/11/28 01:47:49:733',19,-0.005789,0.000384,-0.002158,?
481,'2023/11/28 01:47:49:766',19,-0.006592,-0.010309,0.009915,?
482,'2023/11/28 01:47:49:800',19,0.005208,-0.013066,-0.000337,?
483,'2023/11/28 01:47:49:833',19,0.008132,-0.000161,-0.003389,?
484,'2023/11/28 01:47:49:871',19,0.006843,0.004015,0.001523,?
485,'2023/11/28 01:47:49:901',19,0.005735,0.006223,0.004164,?
486,'2023/11/28 01:47:49:937',19,0.006774,0.009375,0.001599,?
487,'2023/11/28 01:47:49:969',19,0.005848,0.014356,0.000405,?
488,'2023/11/28 01:47:50:009',19,0.004148,0.01508,0.010611,?
489,'2023/11/28 01:47:50:033',19,0.006633,0.012154,0.005438,?
490,'2023/11/28 01:47:50:066',19,0.002218,0.012669,0.010958,?
491,'2023/11/28 01:47:50:100',19,0.002766,0.004759,0.013842,?
492,'2023/11/28 01:47:50:134',19,0.001266,-0.001068,0.00484,?
493,'2023/11/28 01:47:50:166',19,0.002544,-0.005474,-0.001234,?
494,'2023/11/28 01:47:50:201',19,-0.002029,-0.006055,-0.001359,?
495,'2023/11/28 01:47:50:234',19,-0.003532,-0.00645,0.000516,?
496,'2023/11/28 01:47:50:268',19,-0.000356,-0.009896,-0.001045,?
497,'2023/11/28 01:47:50:305',19,-0.000097,-0.000496,0.006592,?
498,'2023/11/28 01:47:52:900',20,0.000101,0.00117,0.000626,?
499,'2023/11/28 01:47:52:933',20,-0.00709,0.003199,0.009189,?
500,'2023/11/28 01:47:52:971',20,-0.008318,0.005752,0.010904,?
501,'2023/11/28 01:47:53:006',20,-0.011941,0.010503,0.012596,?
502,'2023/11/28 01:47:53:033',20,-0.00291,0.012579,0.007654,?
503,'2023/11/28 01:47:53:071',20,0.003474,0.00636,0.008547,?
504,'2023/11/28 01:47:53:100',20,0.009068,-0.002595,0.000379,?
505,'2023/11/28 01:47:53:133',20,0.007277,0.002493,-0.002969,?
506,'2023/11/28 01:47:53:167',20,0.002707,0.004678,0.000055,?
507,'2023/11/28 01:47:53:200',20,0.001357,0.007957,0.004487,?
508,'2023/11/28 01:47:53:236',20,0.00395,0.003305,0.003509,?
509,'2023/11/28 01:47:53:267',20,-0.001732,0.006871,0.00135,?
510,'2023/11/28 01:47:53:330',20,0.000385,0.004685,0.002032,?
511,'2023/11/28 01:47:53:333',20,0.002167,0.003701,0.000573,?
512,'2023/11/28 01:47:53:380',20,0.006544,0.000689,0.000068,?
513,'2023/11/28 01:47:53:400',20,0.004479,0.005924,-0.000149,?
514,'2023/11/28 01:47:53:433',20,-0.000665,0.006185,-0.002666,?
515,'2023/11/28 01:47:53:469',20,-0.004153,0.007821,0.006806,?
516,'2023/11/28 01:47:53:500',20,-0.005664,0.015503,0.008751,?
517,'2023/11/28 01:47:53:533',20,-0.018581,0.017119,0.020143,?
518,'2023/11/28 01:47:53:566',20,-0.011866,0.016859,0.014743,?
519,'2023/11/28 01:47:53:607',20,0.0086,0.004452,0.005325,?
520,'2023/11/28 01:47:53:636',20,0.010177,-0.005873,-0.007559,?
521,'2023/11/28 01:47:53:669',20,-0.003543,-0.006125,-0.004736,?
522,'2023/11/28 01:47:53:700',20,0.000442,-0.011379,-0.000602,?
523,'2023/11/28 01:47:53:736',20,0.002427,-0.01305,0.00401,?
524,'2023/11/28 01:47:55:040',21,0.008174,0.0052,0.011046,?
525,'2023/11/28 01:47:55:075',21,0.00072,0.002721,0.015003,?
526,'2023/11/28 01:47:55:106',21,-0.002338,0.003244,0.002933,?
527,'2023/11/28 01:47:55:171',21,-0.003169,-0.004289,-0.002239,?
528,'2023/11/28 01:47:55:171',21,-0.00114,-0.005241,-0.003523,?
529,'2023/11/28 01:47:55:200',21,0.001637,0.004865,-0.005491,?
530,'2023/11/28 01:47:55:249',21,0.000284,0.004943,0.004283,?
531,'2023/11/28 01:47:55:272',21,-0.002017,0.016843,-0.002109,?
532,'2023/11/28 01:47:55:308',21,0.002555,0.016785,0.00067,?
533,'2023/11/28 01:47:55:334',21,0.003345,0.012083,0.001533,?
534,'2023/11/28 01:47:55:367',21,0.00431,0.007065,-0.0006,?
535,'2023/11/28 01:47:55:401',21,0.007942,0.003485,-0.002885,?
536,'2023/11/28 01:47:55:435',21,0.001662,-0.001557,-0.009234,?
537,'2023/11/28 01:47:55:466',21,-0.006688,0.000638,-0.001529,?
538,'2023/11/28 01:47:55:502',21,-0.007786,0.001039,0.003913,?
539,'2023/11/28 01:47:55:559',21,-0.000384,0.000718,0.011993,?
540,'2023/11/28 01:47:55:566',21,-0.003963,0.004959,0.012708,?
541,'2023/11/28 01:47:55:601',21,-0.005143,-0.000576,0.002731,?
542,'2023/11/28 01:48:27:371',22,0.000798,0.005877,-0.036411,?
543,'2023/11/28 01:48:27:398',22,-0.013139,-0.001868,-0.007055,?
544,'2023/11/28 01:48:27:441',22,0.002101,-0.009836,-0.005902,?
545,'2023/11/28 01:48:27:465',22,0.018322,-0.015541,-0.014836,?
546,'2023/11/28 01:48:27:498',22,-0.007984,-0.008522,-0.005664,?
547,'2023/11/28 01:48:27:531',22,-0.01091,-0.020488,0.017486,?
548,'2023/11/28 01:48:27:566',22,0.001038,-0.005044,0.002402,?
549,'2023/11/28 01:48:27:604',22,0.00543,-0.002469,-0.00167,?
550,'2023/11/28 01:48:27:633',22,-0.004109,-0.004084,0.013371,?
551,'2023/11/28 01:48:27:665',22,0.000066,-0.019176,0.022714,?
552,'2023/11/28 01:48:27:700',22,-0.005949,-0.01616,0.010366,?
553,'2023/11/28 01:48:27:736',22,0.006343,-0.002366,-0.011224,?
554,'2023/11/28 01:48:27:768',22,0.007734,0.002811,-0.023852,?
555,'2023/11/28 01:48:27:799',22,0.008246,0.008112,-0.0245,?
556,'2023/11/28 01:48:27:836',22,-0.009727,0.002019,-0.017298,?
557,'2023/11/28 01:48:27:865',22,-0.001309,-0.006328,-0.025086,?
558,'2023/11/28 01:48:27:911',22,-0.012599,-0.005116,-0.006124,?
559,'2023/11/28 01:48:27:933',22,-0.003409,-0.019118,0.009262,?
560,'2023/11/28 01:48:27:967',22,0.000813,-0.01293,0.002593,?
561,'2023/11/28 01:48:27:998',22,-0.005605,-0.009432,0.000845,?
562,'2023/11/28 01:48:28:035',22,-0.000391,-0.012231,0.011741,?
563,'2023/11/28 01:48:28:069',22,-0.004563,-0.008313,0.007193,?
564,'2023/11/28 01:48:28:098',22,0.003598,-0.006683,0.000584,?
565,'2023/11/28 01:48:28:138',22,0.007851,-0.006126,-0.00254,?
566,'2023/11/28 01:48:28:166',22,0.000761,-0.001482,-0.010033,?
567,'2023/11/28 01:48:28:208',22,-0.001225,-0.000597,-0.007089,?
568,'2023/11/28 01:48:28:231',22,-0.009765,-0.010698,-0.007279,?
569,'2023/11/28 01:48:28:265',22,-0.011149,-0.010927,0.002623,?
570,'2023/11/28 01:48:28:298',22,-0.005762,-0.006284,-0.004017,?
571,'2023/11/28 01:48:28:335',22,0.009755,-0.005374,-0.00672,?
572,'2023/11/28 01:48:28:367',22,-0.001511,-0.011598,0.010539,?
573,'2023/11/28 01:48:28:401',22,-0.000623,-0.004773,0.000196,?
574,'2023/11/28 01:48:28:435',22,0.000925,0.0026,-0.007335,?
575,'2023/11/28 01:48:28:465',22,0.006763,-0.003844,-0.000776,?
576,'2023/11/28 01:48:28:505',22,-0.002689,-0.002492,-0.000801,?
577,'2023/11/28 01:48:28:537',22,-0.003979,-0.0032,-0.004213,?
578,'2023/11/28 01:48:28:566',22,-0.004636,-0.01139,-0.001962,?
579,'2023/11/28 01:48:28:602',22,-0.005862,-0.030806,0.017806,?
580,'2023/11/28 01:48:29:532',23,-0.005933,0.007847,-0.029643,?
581,'2023/11/28 01:48:29:568',23,-0.000202,0.000669,-0.020614,?
582,'2023/11/28 01:48:29:610',23,0.008126,-0.004431,-0.010366,?
583,'2023/11/28 01:48:29:637',23,-0.008631,0.005015,-0.007628,?
584,'2023/11/28 01:48:29:669',23,-0.003081,0.004767,-0.016598,?
585,'2023/11/28 01:48:29:730',23,0.011229,-0.004586,-0.019574,?
586,'2023/11/28 01:48:29:733',23,-0.009177,-0.015175,0.011391,?
587,'2023/11/28 01:48:29:765',23,-0.009967,-0.012946,0.023713,?
588,'2023/11/28 01:48:29:800',23,0.001484,-0.006674,0.006816,?
589,'2023/11/28 01:48:29:833',23,0.02401,-0.008549,-0.009188,?
590,'2023/11/28 01:48:29:866',23,-0.004905,-0.00978,0.003798,?
591,'2023/11/28 01:48:29:898',23,-0.008056,-0.005099,0.004303,?
592,'2023/11/28 01:48:29:932',23,-0.001386,-0.002425,-0.00173,?
593,'2023/11/28 01:48:29:987',23,-0.005731,-0.000302,-0.006466,?
594,'2023/11/28 01:48:30:006',23,0.007057,0.001377,-0.015974,?
595,'2023/11/28 01:48:30:031',23,0.014873,-0.005118,-0.007693,?
596,'2023/11/28 01:48:30:064',23,-0.002302,0.000622,-0.007737,?
597,'2023/11/28 01:48:30:100',23,-0.002847,-0.003791,-0.010748,?
598,'2023/11/28 01:48:30:133',23,-0.003884,-0.003343,0.000249,?
599,'2023/11/28 01:48:30:165',23,0.008558,-0.00754,-0.008798,?
600,'2023/11/28 01:48:30:202',23,0.007321,-0.013769,0.001219,?
601,'2023/11/28 01:48:30:235',23,-0.003643,0.01019,-0.015115,?
602,'2023/11/28 01:48:30:265',23,-0.001692,0.020781,-0.029678,?
603,'2023/11/28 01:48:30:298',23,0.008709,0.010152,-0.019207,?
604,'2023/11/28 01:48:30:331',23,0.004988,0.002332,-0.001668,?
605,'2023/11/28 01:48:30:367',23,-0.00691,0.001908,0.008338,?
606,'2023/11/28 01:48:30:399',23,-0.007497,-0.01051,0.006069,?
607,'2023/11/28 01:48:30:432',23,0.008309,-0.023966,0.00877,?
608,'2023/11/28 01:48:30:466',23,0.007173,-0.026919,0.00378,?
609,'2023/11/28 01:48:30:498',23,-0.005644,-0.003069,-0.012696,?
610,'2023/11/28 01:48:30:532',23,0.00659,0.003416,-0.020736,?
611,'2023/11/28 01:48:30:566',23,-0.010819,0.001043,-0.012671,?
612,'2023/11/28 01:48:30:610',23,0.004046,-0.001275,-0.009861,?
613,'2023/11/28 01:48:30:638',23,0.010863,0.000679,-0.010266,?
614,'2023/11/28 01:48:30:665',23,0.004523,-0.002455,-0.004295,?
615,'2023/11/28 01:48:30:698',23,0.001179,-0.00843,0.017661,?
616,'2023/11/28 01:48:30:731',23,0.008075,-0.011314,0.000296,?
617,'2023/11/28 01:48:31:765',24,-0.007121,-0.025161,0.000754,?
618,'2023/11/28 01:48:31:808',24,0.034327,-0.037194,-0.004916,?
619,'2023/11/28 01:48:31:832',24,-0.028665,-0.037817,0.027871,?
620,'2023/11/28 01:48:31:865',24,-0.007962,0.002062,-0.007878,?
621,'2023/11/28 01:48:31:898',24,0.008765,0.032375,-0.034481,?
622,'2023/11/28 01:48:31:934',24,0.015214,0.04681,-0.035414,?
623,'2023/11/28 01:48:31:965',24,-0.00112,0.02948,-0.004986,?
624,'2023/11/28 01:48:31:998',24,-0.007313,0.013247,-0.000251,?
625,'2023/11/28 01:48:32:036',24,0.007316,0.003413,-0.009818,?
626,'2023/11/28 01:48:32:068',24,0.007714,-0.00603,-0.018027,?
627,'2023/11/28 01:48:32:098',24,-0.009008,-0.017168,-0.012007,?
628,'2023/11/28 01:48:32:133',24,0.006019,-0.020011,-0.001041,?
629,'2023/11/28 01:48:32:171',24,0.015972,-0.018325,-0.004533,?
630,'2023/11/28 01:48:32:199',24,-0.017668,0.007165,-0.005945,?
631,'2023/11/28 01:48:32:241',24,0.015387,0.004831,-0.007023,?
632,'2023/11/28 01:48:32:274',24,0.001909,0.013007,-0.00411,?
633,'2023/11/28 01:48:32:298',24,0.00261,0.027443,-0.012123,?
634,'2023/11/28 01:48:32:331',24,0.006885,0.0248,-0.008284,?
635,'2023/11/28 01:48:32:366',24,-0.005226,0.010562,0.012735,?
636,'2023/11/28 01:48:32:407',24,0.001239,-0.000369,-0.004083,?
637,'2023/11/28 01:48:32:430',24,0.030706,0.009158,-0.024973,?
638,'2023/11/28 01:48:32:464',24,0.010546,-0.009936,-0.016175,?
639,'2023/11/28 01:48:32:506',24,0.006753,-0.019371,0.001162,?
640,'2023/11/28 01:48:32:531',24,-0.008124,-0.015973,-0.007671,?
641,'2023/11/28 01:48:32:566',24,-0.005355,-0.017126,-0.01101,?
642,'2023/11/28 01:48:32:599',24,0.001549,0.016197,-0.028501,?
643,'2023/11/28 01:48:32:631',24,0.005182,0.016156,-0.013614,?
644,'2023/11/28 01:48:32:668',24,0.00338,0.002862,0.007764,?
645,'2023/11/28 01:48:32:708',24,-0.013589,-0.007265,0.020841,?
646,'2023/11/28 01:48:32:735',24,0.000541,-0.011905,0.004093,?
647,'2023/11/28 01:48:32:764',24,0.013747,-0.016986,0.00455,?
648,'2023/11/28 01:48:32:799',24,-0.002961,-0.020299,0.008592,?
649,'2023/11/28 01:48:37:498',25,0.003344,0.006025,0.008109,?
650,'2023/11/28 01:48:37:533',25,0.001624,0.006057,0.012275,?
651,'2023/11/28 01:48:37:566',25,0.002565,0.004908,0.005373,?
652,'2023/11/28 01:48:37:599',25,-0.003419,0.004602,0.003649,?
653,'2023/11/28 01:48:37:632',25,-0.000599,0.001465,0.007323,?
654,'2023/11/28 01:48:37:668',25,0.006335,-0.003088,0.00124,?
655,'2023/11/28 01:48:37:700',25,-0.000197,-0.001186,0.000171,?
656,'2023/11/28 01:48:37:731',25,0.004039,-0.000644,0.000056,?
657,'2023/11/28 01:48:37:765',25,0.002195,0.000683,0.000922,?
658,'2023/11/28 01:48:37:798',25,-0.000778,-0.001443,0.009437,?
659,'2023/11/28 01:48:37:831',25,0.006324,-0.004655,0.006601,?
660,'2023/11/28 01:48:37:865',25,0.002,0.00555,-0.005033,?
661,'2023/11/28 01:48:37:900',25,-0.005582,0.011663,0.003849,?
662,'2023/11/28 01:48:37:931',25,-0.000454,0.005606,0.009929,?
663,'2023/11/28 01:48:37:974',25,0.003608,0.000508,0.010595,?
664,'2023/11/28 01:48:37:999',25,0.001275,0.003503,0.005845,?
665,'2023/11/28 01:48:38:031',25,-0.003724,0.007365,0.003995,?
666,'2023/11/28 01:48:38:065',25,0.009877,0.003501,0.003007,?
667,'2023/11/28 01:48:38:099',25,0.002289,0.002189,0.005489,?
668,'2023/11/28 01:48:38:130',25,-0.000256,-0.001564,0.000179,?
669,'2023/11/28 01:48:38:165',25,-0.007158,0.00782,0.002943,?
670,'2023/11/28 01:48:38:198',25,-0.00148,0.003912,0.008909,?
671,'2023/11/28 01:48:38:231',25,0.003254,-0.004478,0.00972,?
672,'2023/11/28 01:48:38:270',25,0.003424,-0.006149,0.013705,?
673,'2023/11/28 01:48:38:299',25,0.003091,0.004438,-0.001848,?
674,'2023/11/28 01:48:38:334',25,0.003951,0.012752,-0.007698,?
675,'2023/11/28 01:48:38:365',25,0.000066,0.005283,0.01075,?
676,'2023/11/28 01:48:38:398',25,-0.004864,0.001866,0.018088,?
677,'2023/11/28 01:48:38:432',25,-0.000031,0.011653,0.0056,?
678,'2023/11/28 01:48:38:466',25,0.002653,0.008769,0.003857,?
679,'2023/11/28 01:48:38:504',25,0.002392,0.007767,0.007508,?
680,'2023/11/28 01:48:38:532',25,0.010489,0.00332,0.001401,?
681,'2023/11/28 01:48:38:569',25,0.001434,0.006722,-0.001809,?
682,'2023/11/28 01:48:40:233',26,-0.000326,-0.001096,0.012678,?
683,'2023/11/28 01:48:40:300',26,0.003003,-0.00297,0.005349,?
684,'2023/11/28 01:48:40:301',26,-0.002697,-0.0035,0.009009,?
685,'2023/11/28 01:48:40:331',26,0.001424,-0.000974,0.016018,?
686,'2023/11/28 01:48:40:368',26,-0.004176,0.005483,0.008152,?
687,'2023/11/28 01:48:40:398',26,0,0.008667,0.008867,?
688,'2023/11/28 01:48:40:433',26,0.013596,0.007682,0.003122,?
689,'2023/11/28 01:48:40:465',26,0.003751,0.013342,0.001636,?
690,'2023/11/28 01:48:40:500',26,0.004836,0.008168,0.005141,?
691,'2023/11/28 01:48:40:532',26,0.001337,0.005805,-0.000128,?
692,'2023/11/28 01:48:40:567',26,0.001295,0.002745,0.004125,?
693,'2023/11/28 01:48:40:598',26,0.000094,0.006968,0.006805,?
694,'2023/11/28 01:48:40:633',26,-0.005087,0.004104,0.010267,?
695,'2023/11/28 01:48:40:669',26,0.007644,0.001612,0.001823,?
696,'2023/11/28 01:48:40:698',26,-0.001768,-0.000659,0.00725,?
697,'2023/11/28 01:48:40:736',26,0.00847,-0.005748,0.004181,?
698,'2023/11/28 01:48:40:768',26,-0.001619,-0.004203,0.005442,?
699,'2023/11/28 01:48:40:797',26,-0.001955,-0.007747,0.001289,?
700,'2023/11/28 01:48:40:844',26,-0.000761,-0.007901,0.000082,?
701,'2023/11/28 01:48:40:864',26,-0.001606,-0.001458,0.009931,?
702,'2023/11/28 01:48:40:897',26,-0.006608,-0.000877,0.008062,?
703,'2023/11/28 01:48:40:931',26,0.000392,0.004236,0.00557,?
704,'2023/11/28 01:48:40:969',26,0.008416,0.006466,0.006007,?
705,'2023/11/28 01:48:41:000',26,0.002246,0.009863,0.006612,?
706,'2023/11/28 01:48:41:032',26,-0.001323,0.010684,0.005594,?
707,'2023/11/28 01:48:41:064',26,0.008038,0.00644,0.003783,?
708,'2023/11/28 01:48:41:098',26,0.001009,0.005826,0.008933,?
709,'2023/11/28 01:48:41:131',26,-0.0103,0.004113,0.017318,?
